Flags,ID,Product,Generic,Is RADARs,RADARS,RADARS version,Year/Month,Submitted Date,Date,Price,mg Strength,$/mg,Dose,Dose unit,Formulation,City,State,Country,Rating,Source,Submitted by,Client Device,Bulk Purchase,Lat,Lon,Submitted Time,No Time Zone
,131320,Adderall,amphetamines,1,1201,25,201602,40940,40940,5,30,0.167,30mg,mg,pill/tablet,Dearborn,Michigan,USA,3,,,iphone,0,42.3223,-83.1763,22:02:15 EST,0
,131186,Adderall XR,amphetamines,1,1211,25,201602,40940,40940,5,20,0.25,20mg,mg,pill/tablet,Deltona,Florida,USA,,Personal,,android,0,28.9005,-81.2637,14:02:01 EST,0
,131003,Adderall,amphetamines,1,1201,25,201602,40939,40939,5,20,0.25,20mg,mg,pill/tablet,Denver,Colorado,USA,4,Heard it,,iphone,0,39.7392,-104.9847,20:02:54 EST,0
,131012,Adderall,amphetamines,1,1201,25,201602,40939,40939,7,20,0.35,20mg,mg,pill/tablet,Detroit mi,Michigan,USA,,Heard it,,android,0,42.3314,-83.0458,20:02:27 EST,0
,131503,Adderall XR,amphetamines,1,1211,25,201602,40941,40941,10,30,0.333,30mg,mg,pill/tablet,Detroit mi,Michigan,USA,2.5,Personal,,android,0,42.3314,-83.0458,17:02:15 EST,0
,131482,Adderall,amphetamines,1,1201,25,201602,40941,40941,10,15,0.667,15mg,mg,pill/tablet,Falls Church,Virginia,USA,2,Personal,,ipod,0,38.8823,-77.1711,15:02:04 EST,0
,131091,Adderall (generic),amphetamines,1,1203,25,201602,40940,40940,5,30,0.167,30mg,mg,pill/tablet,Florence,Alabama,USA,1,,,iphone,0,34.8095,-87.6495,03:02:20 EST,0
,131021,Adderall,amphetamines,1,1201,25,201602,40939,40939,12,20,0.6,20mg,mg,pill/tablet,Great Neck,New York,USA,,Personal,,other/desktop,0,40.8007,-73.7285,21:02:31 EST,0
,131351,Adderall XR (generic),amphetamines,1,1219,25,201602,40941,40941,10,20,0.5,20mg,mg,pill/tablet,Hanover,New Hampshire,USA,,,,other/desktop,0,43.7023,-72.2895,01:02:35 EST,0
,131363,Adderall,amphetamines,1,1201,25,201602,40941,35406,20,30,0.667,30mg,mg,pill/tablet,Harrisburg,Pennsylvania,USA,,Personal,,iphone,1,40.2737,-76.8844,03:02:34 EST,0
,131439,Adderall XR (generic),amphetamines,1,1219,25,201602,40941,40941,10,10,1,10mg,mg,pill/tablet,Harrisonburg,Virginia,USA,,Personal,,android,0,38.4496,-78.8689,13:02:42 EST,0
,130912,Adderall,amphetamines,1,1201,25,201602,40939,40939,4,20,0.2,20mg,mg,pill/tablet,Hobbs,New Mexico,USA,2.5,Heard it,,android,0,32.7026,-103.136,12:02:31 EST,0
,131122,Adderall XR (generic),amphetamines,1,1219,25,201602,40940,40940,10,10,1,10mg,mg,pill/tablet,Houston,Texas,USA,,Personal,,android,0,29.7633,-95.3633,09:02:57 EST,0
,131255,Adderall (generic),amphetamines,1,1203,25,201602,40940,40940,5,10,0.5,10mg,mg,pill/tablet,Indianapolis,Indiana,USA,5,,,iphone,0,39.7684,-86.158,18:02:20 EST,0
,131156,Adderall,amphetamines,1,1201,25,201602,40940,40940,10,30,0.333,30mg,mg,pill/tablet,Jackson,Mississippi,USA,,Heard it,,android,1,32.2988,-90.1848,12:02:11 EST,0
,130963,Adderall,amphetamines,1,1201,25,201602,40939,40939,10,15,0.667,15mg,mg,pill/tablet,Kansas City,Missouri,USA,,,,android,0,39.0997,-94.5786,17:02:13 EST,0
,131077,Adderall,amphetamines,1,1201,25,201602,40940,40908,10,30,0.333,30mg,mg,pill/tablet,Kenmore,Washington,USA,,Heard it,,android,0,47.7573,-122.244,01:02:11 EST,0
,131131,Adderall XR,amphetamines,1,1211,25,201602,40940,40940,5,15,0.333,15mg,mg,pill/tablet,Kennesaw,Georgia,USA,,Heard it,,iphone,0,34.0234,-84.6155,10:02:21 EST,0
,131436,Adderall,amphetamines,1,1201,25,201602,40941,40941,8,20,0.4,20mg,mg,pill/tablet,Lansdale,Pennsylvania,USA,1,Personal,,other/desktop,0,40.2415,-75.2838,13:02:09 EST,0
,131030,Adderall,amphetamines,1,1201,25,201602,40939,40939,5,10,0.5,10mg,mg,pill/tablet,Lawrence,Kansas,USA,,Personal,,iphone,0,38.9717,-95.2353,21:02:35 EST,0
,131337,Adderall (generic),amphetamines,1,1203,25,201602,40940,40940,3,30,0.1,30mg,mg,pill/tablet,Leesburg,Florida,USA,1,Personal,,android,0,28.8108,-81.8779,23:02:13 EST,0
,131468,Adderall,amphetamines,1,1201,25,201602,40941,40941,5,20,0.25,20mg,mg,pill/tablet,Lexington,South Carolina,USA,1,,,android,0,33.9815,-81.2362,15:02:59 EST,0
,130875,Adderall,amphetamines,1,1201,25,201602,40939,40939,8,10,0.8,10mg,mg,pill/tablet,Loveland,Ohio,USA,5,Personal,,iphone,0,39.269,-84.2638,08:02:11 EST,0
,131134,Adderall,amphetamines,1,1201,25,201602,40940,40940,5,10,0.5,10mg,mg,pill/tablet,Lynnwood,Washington,USA,,Personal,,iphone,0,47.8209,-122.3151,10:02:24 EST,0
,131144,Adderall,amphetamines,1,1201,25,201602,40940,40940,6,20,0.3,20mg,mg,pill/tablet,Mcleansville,North Carolina,USA,,Personal,,iphone,1,36.1074,-79.6586,12:02:10 EST,0
,131508,Adderall,amphetamines,1,1201,25,201602,40941,40941,2,30,0.067,30mg,mg,pill/tablet,Medford,Oregon,USA,1.5,Personal,,android,1,42.3265,-122.8756,17:02:03 EST,0
,131072,Adderall (generic),amphetamines,1,1203,25,201602,40940,40940,10,30,0.333,30mg,mg,pill/tablet,Miami,Florida,USA,,Heard it,,other/desktop,1,25.7743,-80.1937,00:02:01 EST,0
,131226,Adderall (generic),amphetamines,1,1203,25,201602,40940,40940,5,20,0.25,20mg,mg,pill/tablet,Milwaukee,Wisconsin,USA,,,,iphone,0,43.0389,-87.9065,17:02:46 EST,0
,131241,Adderall XR,amphetamines,1,1211,25,201602,40940,40940,12,15,0.8,15mg,mg,pill/tablet,Modesto,California,USA,,Personal,,iphone,0,37.6391,-120.9969,17:02:19 EST,0
,131440,Adderall (generic),amphetamines,1,1203,25,201602,40941,40941,10,30,0.333,30mg,mg,pill/tablet,Monroe,Michigan,USA,,Personal,,android,1,41.9164,-83.3977,13:02:07 EST,0
,131332,Adderall XR,amphetamines,1,1211,25,201602,40940,40940,30,20,1.5,20mg,mg,pill/tablet,Mt Pleasant,South Carolina,USA,3.67,Personal,,iphone,1,32.7941,-79.8626,23:02:45 EST,0
,131470,Adderall XR,amphetamines,1,1211,25,201602,40941,40941,10,15,0.667,15mg,mg,pill/tablet,New York,New York,USA,,,,iphone,0,40.7143,-74.006,15:02:04 EST,0
,130848,Adderall,amphetamines,1,1201,25,201602,40939,40939,20,20,1,20mg,mg,pill/tablet,New York City,New York,USA,,Heard it,,iphone,0,40.7143,-74.006,00:02:47 EST,0
,131366,Adderall (generic),amphetamines,1,1203,25,201602,40941,40941,18,20,0.9,20mg,mg,pill/tablet,New York City,New York,USA,,Heard it,,other_mobile,0,40.7143,-74.006,04:02:14 EST,0
,130879,Adderall XR,amphetamines,1,1211,25,201602,40939,40939,15,30,0.5,30mg,mg,pill/tablet,North Arlington,New Jersey,USA,,,,other/desktop,0,40.7884,-74.1332,09:02:29 EST,0
,130909,Adderall,amphetamines,1,1201,25,201602,40939,40937,5,10,0.5,10mg,mg,pill/tablet,North Richland Hills,Texas,USA,,Personal,,iphone,0,32.8343,-97.2289,12:02:58 EST,0
,131418,Adderall (generic),amphetamines,1,1203,25,201602,40941,40941,10,30,0.333,30mg,mg,pill/tablet,Nyc,New York,USA,,Heard it,,other/desktop,1,40.7143,-74.006,12:02:55 EST,0
,131315,Adderall,amphetamines,1,1201,25,201602,40940,40940,4,10,0.4,10mg,mg,pill/tablet,Olympia,Washington,USA,1,Heard it,,iphone,0,47.0379,-122.9007,22:02:52 EST,0
,131259,Adderall,amphetamines,1,1201,25,201602,40940,40940,5,10,0.5,10mg,mg,pill/tablet,Orlando,Florida,USA,3.6,,,other/desktop,0,28.5383,-81.3792,18:02:17 EST,0
,131510,Adderall,amphetamines,1,1201,25,201602,40941,40941,10,30,0.333,30mg,mg,pill/tablet,Pembroke Pines,Florida,USA,1,Personal,,android,0,26.0032,-80.2239,17:02:08 EST,0
,130950,Adderall (generic),amphetamines,1,1203,25,201602,40939,40939,5,30,0.167,30mg,mg,pill/tablet,philadelphia Pa,Pennsylvania,USA,,Heard it,,android,0,39.9523,-75.1638,16:02:33 EST,0
,131051,Adderall,amphetamines,1,1201,25,201602,40939,40939,10,30,0.333,30mg,mg,pill/tablet,philadelphia Pa,Pennsylvania,USA,,,,iphone,0,39.9523,-75.1638,22:02:44 EST,0
,131591,Adderall,amphetamines,1,1201,25,201602,40941,40941,15,30,0.5,30mg,mg,pill/tablet,philadelphia Pa,Pennsylvania,USA,4.5,Personal,,android,0,39.9523,-75.1638,22:02:35 EST,0
,131427,Adderall,amphetamines,1,1201,25,201602,40941,40941,10,20,0.5,20mg,mg,pill/tablet,Phoenix,Arizona,USA,1,Personal,,iphone,1,33.4484,-112.074,12:02:24 EST,0
,131228,Adderall XR,amphetamines,1,1211,25,201602,40940,40940,5,15,0.333,15mg,mg,pill/tablet,Pompano Beach,Florida,USA,,Heard it,,android,0,26.2379,-80.1248,17:02:13 EST,0
,131150,Adderall XR,amphetamines,1,1211,25,201602,40940,40940,3,10,0.3,10mg,mg,pill/tablet,Portland,Oregon,USA,2,,,other/desktop,0,45.5235,-122.6762,12:02:19 EST,0
,131353,Adderall,amphetamines,1,1201,25,201602,40941,40941,5,20,0.25,20mg,mg,pill/tablet,Ravenna,Ohio,USA,1,Personal,,android,0,41.1576,-81.2421,01:02:40 EST,0
,130992,Adderall,amphetamines,1,1201,25,201602,40939,40939,10,30,0.333,30mg,mg,pill/tablet,Richmond,Rhode Island,USA,,Personal,,other/desktop,0,41.7701,-71.6226,19:02:52 EST,0
,131408,Adderall,amphetamines,1,1201,25,201602,40941,40941,6,20,0.3,20mg,mg,pill/tablet,Richmond,Indiana,USA,1,,,android,1,39.8289,-84.8902,11:02:51 EST,0
,131329,Adderall,amphetamines,1,1201,25,201602,40940,40940,10,10,1,10mg,mg,pill/tablet,Salt Lake City,Utah,USA,,Personal,,iphone,0,40.7608,-111.8911,22:02:08 EST,0
,131078,Adderall (generic),amphetamines,1,1203,25,201602,40940,40939,5,10,0.5,10mg,mg,pill/tablet,San Diego,California,USA,,,,other/desktop,0,32.7153,-117.1573,01:02:16 EST,0
,130957,Adderall XR,amphetamines,1,1211,25,201602,40939,40939,6,25,0.24,25mg,mg,pill/tablet,San Francisco,California,USA,,,,iphone,0,37.7749,-122.4194,17:02:28 EST,0
,131578,Adderall XR,amphetamines,1,1211,25,201602,40941,40941,15,30,0.5,30mg,mg,pill/tablet,San Francisco,California,USA,,,,iphone,0,37.7749,-122.4194,21:02:19 EST,0
,131047,Adderall,amphetamines,1,1201,25,201602,40939,40939,5,5,1,5mg,mg,pill/tablet,San Jose,California,USA,,Personal,,iphone,0,37.3394,-121.895,22:02:57 EST,0
,131220,Adderall (generic),amphetamines,1,1203,25,201602,40940,40940,5,10,0.5,10mg,mg,pill/tablet,Santa Rosa,California,USA,1.5,,,iphone,1,38.4405,-122.7144,16:02:27 EST,0
,131348,Adderall,amphetamines,1,1201,25,201602,40941,40941,10,30,0.333,30mg,mg,pill/tablet,Scranton,Pennsylvania,USA,1,Personal,,iphone,0,41.409,-75.6624,01:02:08 EST,0
,131200,Adderall,amphetamines,1,1201,25,201602,40940,40940,6,30,0.2,30mg,mg,pill/tablet,Scranton pa,Pennsylvania,USA,1,Personal,,android,0,41.4092,-75.6649,15:02:20 EST,0
,131616,Adderall,amphetamines,1,1201,25,201602,40941,40941,7,10,0.7,10mg,mg,pill/tablet,Seattle,Washington,USA,4,,,iphone,1,47.6062,-122.3321,23:02:26 EST,0
,131617,Adderall,amphetamines,1,1201,25,201602,40941,40941,7,10,0.7,10mg,mg,pill/tablet,Seattle,Washington,USA,4,,,iphone,1,47.6062,-122.3321,23:02:37 EST,0
,130921,Adderall XR,amphetamines,1,1211,25,201602,40939,40939,5,20,0.25,20mg,mg,pill/tablet,Sewell,New Jersey,USA,,Personal,,other/desktop,1,39.7665,-75.1443,13:02:15 EST,0
,131375,Adderall,amphetamines,1,1201,25,201602,40941,40941,5,30,0.167,30mg,mg,pill/tablet,Spokane,Washington,USA,1,,,android,0,47.6588,-117.4261,06:02:28 EST,0
,131561,Adderall,amphetamines,1,1201,25,201602,40941,40941,8,15,0.533,15mg,mg,pill/tablet,Spooner,Wisconsin,USA,,Heard it,,other/desktop,0,45.8225,-91.8893,20:02:34 EST,0
,131148,Adderall,amphetamines,1,1201,25,201602,40940,40940,2,20,0.1,20mg,mg,pill/tablet,St. Louis,Missouri,USA,,,,iphone,1,38.6273,-90.1979,12:02:18 EST,0
,131139,Adderall,amphetamines,1,1201,25,201602,40940,40940,5,20,0.25,20mg,mg,pill/tablet,St.paul,Minnesota,USA,,Heard it,,android,0,44.9444,-93.0933,11:02:14 EST,0
,131430,Adderall,amphetamines,1,1201,25,201602,40941,40941,100,30,3.333,30mg,mg,pill/tablet,Sturgis,Michigan,USA,4,Personal,,android,0,41.7992,-85.4192,13:02:06 EST,0
,131173,Adderall XR (generic),amphetamines,1,1219,25,201602,40940,40940,5,20,0.25,20mg,mg,pill/tablet,Tampa,Florida,USA,,Personal,,android,0,27.9475,-82.4584,13:02:26 EST,0
,131201,Adderall,amphetamines,1,1201,25,201602,40940,40940,5,15,0.333,15mg,mg,pill/tablet,Tulsa,Oklahoma,USA,2,Personal,,android,1,36.154,-95.9928,15:02:08 EST,0
,131247,Adderall,amphetamines,1,1201,25,201602,40940,40940,4,20,0.2,20mg,mg,pill/tablet,Tulsa,Oklahoma,USA,4,Personal,,iphone,0,36.154,-95.9928,18:02:53 EST,0
,131545,Adderall,amphetamines,1,1201,25,201602,40941,40941,5,20,0.25,20mg,mg,pill/tablet,Vero Beach,Florida,USA,1,,,iphone,0,27.6386,-80.3973,19:02:11 EST,0
,130880,Adderall XR,amphetamines,1,1211,25,201602,40939,40939,6,30,0.2,30mg,mg,pill/tablet,Warren,Michigan,USA,,Personal,,android,1,42.4775,-83.0277,09:02:30 EST,0
,130881,Adderall XR,amphetamines,1,1211,25,201602,40939,40939,6,30,0.2,30mg,mg,pill/tablet,Warren,Michigan,USA,,,,android,1,42.4775,-83.0277,09:02:22 EST,0
,131152,Adderall,amphetamines,1,1201,25,201602,40940,40940,12,30,0.4,30mg,mg,pill/tablet,West Palm Beach,Florida,USA,3,Heard it,,iphone,0,26.7153,-80.0534,12:02:33 EST,0
,131515,Adderall,amphetamines,1,1201,25,201602,40941,40941,25,30,0.833,30mg,mg,pill/tablet,West Palm Beach,Florida,USA,3.67,Personal,,android,0,26.7153,-80.0534,17:02:49 EST,0
,131266,Adderall XR (generic),amphetamines,1,1219,25,201602,40940,40940,4,30,0.133,30mg,mg,pill/tablet,Wichita,Kansas,USA,3.5,Personal,,android,0,37.6922,-97.3375,19:02:20 EST,0
,131390,Adderall,amphetamines,1,1201,25,201602,40941,40941,10,20,0.5,20mg,mg,pill/tablet,Yonkers,New York,USA,,,,iphone,0,40.9312,-73.8988,09:02:22 EST,0
,129623,Adderall XR,amphetamines,1,1211,25,201601,40933,40933,5,20,0.25,20mg,mg,pill/tablet,Aberdeen,Washington,USA,,Personal,,iphone,1,46.9754,-123.8157,22:01:50 EST,0
Potential duplicate,129624,Adderall XR,amphetamines,1,1211,25,201601,40933,40933,5,20,0.25,20mg,mg,pill/tablet,Aberdeen,Washington,USA,,Personal,,iphone,1,46.9754,-123.8157,22:01:50 EST,0
,130820,Adderall,amphetamines,1,1201,25,201601,40938,40938,5,20,0.25,20mg,mg,pill/tablet,Ada,Michigan,USA,,Heard it,,iphone,1,42.9542,-85.4889,22:01:18 EST,0
,127370,Adderall,amphetamines,1,1201,25,201601,40924,40924,25,30,0.833,30mg,mg,pill/tablet,Akron,Ohio,USA,3.8,,,android,0,41.0814,-81.519,15:01:14 EST,0
,129089,Adderall,amphetamines,1,1201,25,201601,40931,40553,4,30,0.133,30mg,mg,pill/tablet,Akron,Ohio,USA,,Heard it,,android,0,41.0814,-81.519,19:01:02 EST,0
,129540,Adderall XR (generic),amphetamines,1,1219,25,201601,40933,40933,6,30,0.2,30mg,mg,pill/tablet,Akron,Ohio,USA,,,,android,0,41.0814,-81.519,17:01:10 EST,0
,130527,Adderall,amphetamines,1,1201,25,201601,40937,40937,2,10,0.2,10mg,mg,pill/tablet,Albemarle,North Carolina,USA,1,Heard it,,iphone,0,35.3501,-80.2001,13:01:32 EST,0
,125021,Adderall,amphetamines,1,1201,25,201601,40914,40914,5,10,0.5,10mg,mg,pill/tablet,Albuquerque,New Mexico,USA,3,Heard it,,iphone,0,35.0845,-106.6511,16:01:11 EST,0
,126184,Adderall,amphetamines,1,1201,25,201601,40919,40919,10,30,0.333,30mg,mg,pill/tablet,Albuquerque,New Mexico,USA,5,Personal,,iphone,0,35.0845,-106.6511,14:01:15 EST,0
,126331,Adderall XR,amphetamines,1,1211,25,201601,40920,40919,7,10,0.7,10mg,mg,pill/tablet,Albuquerque,New Mexico,USA,4,,,android,0,35.0845,-106.6511,00:01:26 EST,0
,128860,Adderall (generic),amphetamines,1,1203,25,201601,40930,40930,3,10,0.3,10mg,mg,pill/tablet,Albuquerque,New Mexico,USA,,Personal,,android,0,35.0845,-106.6511,17:01:09 EST,0
,130000,Adderall XR,amphetamines,1,1211,25,201601,40935,40935,8,30,0.267,30mg,mg,pill/tablet,Albuquerque,New Mexico,USA,3,Personal,,iphone,0,35.0845,-106.6511,11:01:05 EST,0
,128046,Adderall (generic),amphetamines,1,1203,25,201601,40927,40927,3.6,30,0.12,30mg,mg,pill/tablet,Alexander,Arkansas,USA,,Personal,,android,1,34.6295,-92.4413,11:01:42 EST,0
,126451,Adderall,amphetamines,1,1201,25,201601,40920,40920,5,20,0.25,20mg,mg,pill/tablet,Alpena,Michigan,USA,,Personal,,android,0,45.0617,-83.4328,17:01:45 EST,0
,129052,Adderall,amphetamines,1,1201,25,201601,40931,40931,7.5,20,0.375,20mg,mg,pill/tablet,Alpharetta,Georgia,USA,2,Personal,,other/desktop,0,34.0754,-84.2941,16:01:30 EST,0
,127828,Adderall,amphetamines,1,1201,25,201601,40926,40919,7,20,0.35,20mg,mg,pill/tablet,Alton,Illinois,USA,,Heard it,,iphone,1,38.8906,-90.1843,13:01:55 EST,0
,128492,Adderall,amphetamines,1,1201,25,201601,40929,40908,2,20,0.1,20mg,mg,pill/tablet,Altoona,Wisconsin,USA,,Heard it,,android,0,44.8047,-91.4432,00:01:00 EST,0
Price $1 or less.,126667,Adderall (generic),amphetamines,1,1203,25,201601,40921,40921,1,5,0.2,5mg,mg,pill/tablet,Amherst,Massachusetts,USA,,,,other/desktop,0,42.3804,-72.5231,15:01:13 EST,0
,128122,Adderall (generic),amphetamines,1,1203,25,201601,40927,40927,15,20,0.75,20mg,mg,pill/tablet,Anaheim,California,USA,,,,iphone,0,33.8353,-117.9145,17:01:08 EST,0
,126851,Adderall,amphetamines,1,1201,25,201601,40922,40922,5,10,0.5,10mg,mg,pill/tablet,Anchorage,Alaska,USA,2.5,Personal,,other/desktop,0,61.2181,-149.9003,07:01:01 EST,0
,129126,Adderall XR,amphetamines,1,1211,25,201601,40931,40931,10,25,0.4,25mg,mg,pill/tablet,Anchorage,Alaska,USA,,Personal,,other/desktop,0,61.2181,-149.9003,22:01:10 EST,0
,128096,Adderall,amphetamines,1,1201,25,201601,40927,40927,2,10,0.2,10mg,mg,pill/tablet,Andover,Kansas,USA,1.5,,,iphone,0,37.7139,-97.1364,15:01:33 EST,0
,125103,Adderall,amphetamines,1,1201,25,201601,40914,40914,10,12.5,0.8,12.5mg,mg,pill/tablet,Ankeny,Iowa,USA,4,,,iphone,0,41.7297,-93.6058,21:01:21 EST,0
,126646,Adderall (generic),amphetamines,1,1203,25,201601,40921,40921,5,5,1,5mg,mg,pill/tablet,Annapolis,Maryland,USA,,,,iphone,0,38.9785,-76.4922,13:01:40 EST,0
,128529,Adderall (generic),amphetamines,1,1203,25,201601,40929,40929,5,20,0.25,20mg,mg,pill/tablet,Arlington,Texas,USA,1.75,,,android,1,32.7357,-97.1081,04:01:37 EST,0
,124352,Adderall XR,amphetamines,1,1211,25,201601,40911,40911,3,30,0.1,30mg,mg,pill/tablet,Asheville,North Carolina,USA,1,Personal,,iphone,0,35.601,-82.554,14:01:39 EST,0
,126702,Adderall,amphetamines,1,1201,25,201601,40921,40921,4,20,0.2,20mg,mg,pill/tablet,Asheville,North Carolina,USA,2,Heard it,,iphone,1,35.601,-82.554,17:01:32 EST,0
,126436,Adderall XR,amphetamines,1,1211,25,201601,40920,40920,6,20,0.3,20mg,mg,pill/tablet,Athens,Tennessee,USA,4.33,Personal,,iphone,0,35.4429,-84.593,16:01:07 EST,0
,128386,Adderall,amphetamines,1,1201,25,201601,40928,40928,10,10,1,10mg,mg,pill/tablet,Athens,Pennsylvania,USA,4,Personal,,iphone,0,41.9573,-76.518,16:01:28 EST,0
,130272,Adderall XR,amphetamines,1,1211,25,201601,40936,40936,5.6,30,0.187,30mg,mg,pill/tablet,Athens,Ohio,USA,,Personal,,android,1,39.3292,-82.1013,10:01:37 EST,0
Potential duplicate,130274,Adderall XR,amphetamines,1,1211,25,201601,40936,40936,5.6,30,0.187,30mg,mg,pill/tablet,Athens,Ohio,USA,,Personal,,android,1,39.3292,-82.1013,10:01:49 EST,0
,123861,Adderall,amphetamines,1,1201,25,201601,40908,40908,10,30,0.333,30mg,mg,pill/tablet,Atlanta,Georgia,USA,2,Personal,,android,0,33.749,-84.388,09:01:09 EST,
,124615,Adderall (generic),amphetamines,1,1203,25,201601,40912,40912,5,10,0.5,10mg,mg,pill/tablet,Atlanta,Georgia,USA,4,Personal,,iphone,0,33.749,-84.388,20:01:14 EST,0
,124655,Adderall,amphetamines,1,1201,25,201601,40912,40912,6,30,0.2,30mg,mg,pill/tablet,Atlanta,Georgia,USA,2,Personal,,android,0,33.749,-84.388,23:01:37 EST,0
,125198,Adderall,amphetamines,1,1201,25,201601,40915,40915,5,20,0.25,20mg,mg,pill/tablet,Atlanta,Georgia,USA,2,Personal,,iphone,0,33.749,-84.388,08:01:00 EST,0
,125480,Adderall XR,amphetamines,1,1211,25,201601,40916,40916,10,30,0.333,30mg,mg,pill/tablet,Atlanta,Georgia,USA,,Personal,,iphone,0,33.749,-84.388,12:01:21 EST,0
Potential duplicate,125481,Adderall XR,amphetamines,1,1211,25,201601,40916,40916,10,30,0.333,30mg,mg,pill/tablet,Atlanta,Georgia,USA,,Personal,,iphone,0,33.749,-84.388,13:01:49 EST,0
,125508,Adderall,amphetamines,1,1201,25,201601,40916,40916,5,20,0.25,20mg,mg,pill/tablet,Atlanta,Georgia,USA,,,,android,0,33.749,-84.388,14:01:21 EST,0
Price $1 or less.,126482,Adderall XR,amphetamines,1,1211,25,201601,40920,40920,1,5,0.2,5mg,mg,pill/tablet,Atlanta,Georgia,USA,,Personal,,iphone,0,33.749,-84.388,18:01:57 EST,0
