"SPRINGFIELD","PA","39.931858","-75.341583"
"DOE RUN","MO","37.718886","-90.529447"
"CATAWBA","OH","39.99914","-83.622204"
"BIG FLATS","NY","42.156516","-76.93164"
"GLASGOW","MO","39.159075","-92.826306"
"CHOUTEAU","OK","36.187866","-95.261554"
"LOVINGTON","IL","39.701633","-88.606722"
"NEWTOWN SQUARE","PA","39.955409","-75.40172"
"JOHN DAY","OR","44.550033","-118.914774"
"BASTROP","TX","30.140905","-97.313592"
"HEARNE","TX","30.925686","-96.581229"
"BRONSTON","KY","36.952751","-84.624731"
"MOHAVE VALLEY","AZ","34.946048","-114.578046"
"GRAND ISLE","VT","44.723391","-73.303193"
"CLIFTON","TN","35.388038","-87.930163"
"ROSENDALE","WI","43.775697","-88.659504"
"THURMONT","MD","39.610876","-77.398931"
"OCOEE","TN","35.101062","-84.689716"
"GLASGOW","MT","48.43923","-106.474987"
"DOWELL","MD","38.376974","-76.434476"
"GARNERVILLE","NY","41.203984","-74.003167"
"SUMMERVILLE","SC","33.000448","-80.183963"
"PERTH","ND","48.754621","-99.438351"
"GREENUP","KY","38.617863","-82.839401"
"HUSTONTOWN","PA","39.943762","-78.122265"
"LAURYS STATION","PA","40.717684","-75.533488"
"NORTH JAY","ME","45.063384","-70.381639"
"REFORM","AL","33.314928","-88.042923"
"GRIDLEY","IL","40.744776","-88.881354"
"MILLICAN","TX","30.47857","-96.244718"
"FORT RANSOM","ND","46.449387","-97.909114"
"PITTSFORD","MI","41.854948","-84.452585"
"RAY CITY","GA","31.083619","-83.228709"
"ROSELLE","NJ","40.650152","-74.25879"
"OAKFIELD","NY","43.087438","-78.269677"
"PAGE","AZ","36.910804","-111.502009"
"SPRINGFIELD","CO","37.371522","-102.677359"
"PURCHASE","NY","41.002757","-73.751025"
"STRATTON","ME","45.063384","-70.381639"
"FROHNA","MO","37.66","-89.616248"
"ARVIN","CA","35.311064","-118.659604"
"WHITE OAK","SC","34.373596","-81.098735"
"BERGOO","WV","38.482539","-80.431111"
"BOSTON","KY","37.740827","-85.59479"
"WATERPROOF","LA","31.805761","-91.38711"
"GRAY","PA","40.137749","-79.092551"
"CLIFTON","TX","31.791801","-97.520315"
"METCALFE","MS","33.454614","-90.994264"
"OAKDALE","NY","40.738322","-73.131797"
"MARINETTE","WI","45.086805","-87.716311"
"BERNHARDS BAY","NY","43.310494","-76.135765"
"TERRA BELLA","CA","35.904767","-119.044239"
"SKOKIE","IL","42.033395","-87.747158"
"LAKE HARBOR","FL","26.645895","-80.430269"
"ASKOV","MN","46.215511","-92.759076"
"AMMA","WV","38.591037","-81.273681"
"KENNEBUNK","ME","43.494679","-70.54921"
"LAKE TOXAWAY","NC","35.157059","-82.826781"
"MINTURN","CO","39.580461","-106.417574"
"FOLLETT","TX","36.433821","-100.139117"
"EVEREST","KS","39.699141","-95.462469"
"LAKEVILLE","OH","40.614615","-82.128493"
"ROSELAWN","IN","41.143358","-87.322049"
"LOWGAP","NC","36.490434","-80.823878"
"WATERMAN","IL","41.755215","-88.778554"
"COLUMBIA CITY","IN","41.14956","-85.50042"
"ELLSWORTH","WI","44.740142","-92.548289"
"WARSAW","NY","42.740223","-78.164804"
"WOODGATE","NY","43.524904","-75.142771"
"PISGAH FOREST","NC","35.231828","-82.748346"
"OWASSO","OK","36.140225","-95.909669"
"TELEGRAPH","TX","29.956952","-100.227509"
"EFFINGHAM","IL","39.116649","-88.545705"
"NORTH BRANFORD","CT","41.332347","-72.780892"
"HUMMELS WHARF","PA","40.834408","-76.835439"
"ONEIDA","IL","41.076845","-90.242298"
"VAN ETTEN","NY","42.210223","-76.585084"
"SOUTH GLENS FALLS","NY","43.283561","-73.629401"
"GAINESVILLE","MO","36.605575","-92.415322"
"FORT STANTON","NM","33.644358","-105.873956"
"WELTON","IA","41.917411","-90.597017"
"COCKEYSVILLE","MD","39.491227","-76.664077"
"GOSHEN","VA","37.978313","-79.503429"
"MISSION","TX","26.214746","-98.32589"
"DOUGLASVILLE","GA","33.742713","-84.741529"
"ANDOVER","CT","41.731847","-72.374634"
"DEMA","KY","37.397578","-82.783552"
"CANTON","NY","44.574484","-75.059713"
"HEAVENER","OK","34.967535","-94.662657"
"UNION GROVE","WI","42.739435","-88.083092"
"BARNARD","MO","40.266817","-94.858117"
"CLARKLAKE","MI","42.119607","-84.369085"
"GALESBURG","IL","40.947522","-90.37819"
"NEW BALTIMORE","MI","42.687126","-82.744323"
"OSCEOLA","WI","45.283783","-92.535618"
"IAEGER","WV","37.375246","-81.653889"
"EPHRATA","WA","47.177565","-119.401958"
"GREENBRIER","AR","35.211744","-92.376242"
"IRONSIDES","MD","38.503876","-77.148283"
"ALCESTER","SD","42.931698","-96.624298"
"CROMWELL","IA","41.039762","-94.461622"
"MARION STATION","MD","38.018983","-75.728768"
"WEST ORANGE","NJ","40.789944","-74.22719"
"JUNCTION CITY","WI","44.588962","-89.707997"
"VOLGA","IA","42.844453","-91.496533"
"HATFIELD","AR","34.5019","-94.362242"
"FOSTER","OK","34.48532","-97.852223"
"DAYTON","MD","39.240155","-77.00375"
"LEONARD","TX","33.41874","-96.238027"
"BRINNON","WA","47.698291","-122.943809"
"ROSSBURG","OH","40.287621","-84.637078"
"GOSHEN","IN","41.582336","-85.834426"
"GREENSBURG","KS","37.607534","-99.204968"
"SUGAR GROVE","VA","36.787066","-81.388192"
"CLINTONVILLE","PA","41.199287","-79.874548"
"NEW MIDDLETOWN","IN","38.148843","-86.049282"
"MIDDLE GRANVILLE","NY","43.442087","-73.290902"
"SWORDS CREEK","VA","37.045445","-81.9271"
"HOLSTEIN","NE","40.437334","-98.638633"
"LOOMIS","NE","40.477867","-99.508075"
"FRYBURG","PA","41.202325","-79.453751"
"MASARDIS","ME","46.516166","-68.886826"
"TENNYSON","IN","38.118439","-87.244937"
"AHMEEK","MI","47.293287","-88.389708"
"ALVIN","IL","40.285456","-87.632675"
"FOSTER","OR","44.430866","-122.400143"
"HUDSON","KS","38.166197","-98.628964"
"HINTON","OK","35.473233","-98.36371"
"BRUSH CREEK","TN","36.166413","-86.00636"
"MC CLELLANDTOWN","PA","39.888242","-79.869352"
"GREENSBURG","KY","37.27586","-85.519334"
"BETHLEHEM","PA","40.626164","-75.360561"
"GILA","NM","32.53667","-108.327898"
"JEFFERS","MN","44.055769","-95.195219"
"SUGAR GROVE","IL","41.776787","-88.451655"
"WORCESTER","NY","42.606993","-74.732401"
"DAYTON","MN","45.201514","-93.482833"
"CORNUCOPIA","WI","46.834502","-91.092821"
"LIME RIDGE","WI","43.468211","-90.161478"
"CROMWELL","IN","41.377903","-85.59875"
"BUTTZVILLE","NJ","40.84335","-74.985914"
"VALRICO","FL","27.945271","-82.252803"
"AQUASCO","MD","38.588843","-76.712639"
"BELVUE","KS","39.277337","-96.164714"
"CHIMACUM","WA","47.915272","-122.815701"
"SPRAGUE RIVER","OR","42.486975","-121.531087"
"HUDSON","KY","37.606992","-86.321158"
"MIDDLEBURG","VA","38.96782","-77.738551"
"EITZEN","MN","43.508371","-91.463204"
"LARGO","FL","27.916643","-82.786736"
"JONESBORO","LA","32.228472","-92.575528"
"MEETEETSE","WY","44.165967","-108.916862"
"MOULTONBOROUGH","NH","43.728235","-71.335248"
"PIQUA","OH","40.123618","-84.228811"
"PINEY FORK","OH","40.263948","-80.835767"
"MERIDIANVILLE","AL","34.88186","-86.555622"
"COOK SPRINGS","AL","33.589518","-86.392283"
"ISABEL","KS","37.427542","-98.551564"
"EAST HEBRON","NH","43.967542","-71.840883"
"DONNELLY","MN","45.690959","-96.010121"
"TROSKY","MN","43.889477","-96.260066"
"DAYTON","MT","47.854921","-114.281873"
"SPRAGGS","PA","39.744657","-80.214471"
"WALTERVILLE","OR","44.128776","-122.637619"
"BERYL","UT","37.721369","-113.663891"
"SALUDA","VA","37.644319","-76.446001"
"WEIDMAN","MI","43.67589","-84.977751"
"NEW BEDFORD","IL","41.512158","-89.719934"
"HOOD","VA","38.396709","-78.432237"
"NEW ALBANY","IN","38.306696","-85.821131"
"PINSON","TN","35.485","-88.747695"
"PRAGUE","NE","41.314461","-96.823281"
"GUILDERLAND CENTER","NY","42.694777","-73.905271"
"MCLEAN","NE","42.438634","-97.475151"
"BRIDGEPORT","TX","33.174802","-97.697401"
"MOUNT SOLON","VA","38.325455","-79.094228"
"ORMSBY","MN","43.826503","-94.663493"
"UNION","OR","45.162055","-117.848982"
"SAMNORWOOD","TX","34.840485","-100.204928"
"VERMILION","OH","41.380755","-82.401637"
"COLTON","OH","41.419878","-84.013674"
"BEAVER DAM","KY","37.355569","-86.864676"
"GREENE","NY","42.34013","-75.734191"
"FERRUM","VA","36.889337","-80.025866"
"LOVELAND","CO","40.407288","-105.096963"
"SIX MILE","SC","34.837186","-82.825562"
"BETHLEHEM","CT","41.6409","-73.209685"
"HINCKLEY","NY","43.328187","-75.117319"
"WHITE OWL","SD","44.589806","-102.787188"
"RUSSELL","KS","38.905159","-98.784797"
"PLANTERSVILLE","AL","32.484147","-87.076236"
"POMPEYS PILLAR","MT","45.964417","-107.938592"
"DICKEYVILLE","WI","42.635081","-90.583298"
"NINDE","VA","38.271077","-77.17261"
"MIDDLETOWN SPRINGS","VT","43.478301","-73.060391"
"PATCHOGUE","NY","40.922326","-72.637078"
"NEW HAVEN","IL","37.887676","-88.146409"
"EUREKA","MI","42.944209","-84.600723"
"STENDAL","IN","38.271004","-87.147783"
"PORTERVILLE","MS","32.797547","-88.523668"
"SAXONBURG","PA","40.861995","-79.864282"
"CHATFIELD","MN","43.758684","-92.139962"
"NEW HAVEN","IN","41.102098","-84.962038"
"RALEIGH","NC","35.779748","-78.643414"
"FARLEY","IA","42.45328","-91.026374"
"BERWYN","NE","41.35201","-99.502374"
"SAN CRISTOBAL","NM","36.619304","-105.63093"
"RALEIGH","ND","46.267125","-101.372162"
"RUSSELL","KY","38.607408","-82.827053"
"SPARTA","WI","43.949925","-90.752783"
"HALLTOWN","MO","37.194385","-93.627547"
"LACONA","IA","41.218741","-93.414713"
"BRANCH","WI","44.109853","-87.483874"
"DUPONT","WA","47.090904","-122.656691"
"SUNOL","CA","37.585883","-121.883018"
"DEANVILLE","TX","30.513118","-96.618047"
"VERONA","OH","39.897035","-84.499044"
"OCEAN ISLE BEACH","NC","33.936658","-78.271319"
"PORT REPUBLIC","NJ","39.521785","-74.694414"
"COLTON","OR","45.1887","-122.397774"
"MEDARYVILLE","IN","41.072624","-86.849745"
"WHITE","GA","34.264331","-84.753929"
"CALLENDER","IA","42.347134","-94.280864"
"MOCLIPS","WA","47.162482","-123.794069"
"LURAY","MO","40.431201","-91.685103"
"EUREKA","MO","38.512803","-90.630576"
"WHITEROCKS","UT","40.374808","-109.911237"
"WAXHAW","NC","34.925105","-80.72775"
"PINCKNEY","MI","42.467503","-83.946982"
"FORT MONTGOMERY","NY","41.334557","-73.99175"
"BELSPRING","VA","37.198248","-80.615065"
"NEEDLES","CA","34.642102","-115.558733"
"AMERICUS","KS","38.556174","-96.261884"
"KOUTS","IN","41.301319","-87.066825"
"LETCHER","SD","43.953471","-98.151193"
"ADEL","IA","41.617591","-94.034515"
"SOUTH MOUNTAIN","PA","39.833095","-77.488633"
"DICKERSON RUN","PA","40.041785","-79.659978"
"WEST BOYLSTON","MA","42.362783","-71.781215"
"SPRINGVALE","ME","43.465941","-70.748295"
"INDUSTRY","PA","40.702397","-80.388271"
"ANDREWS","IN","40.820278","-85.597862"
"ROMAYOR","TX","30.188885","-94.804065"
"CAROLEEN","NC","35.316793","-81.831944"
"OMAHA","NE","41.259751","-95.942336"
"OPELIKA","AL","32.658056","-85.379839"
"EUREKA","MT","48.729135","-115.345992"
"ANNANDALE","NJ","40.631008","-74.890685"
"MULDROW","OK","35.470128","-94.539715"
"NEW HAVEN","VT","44.149509","-73.197156"
"TOTOWA","NJ","40.90055","-74.217246"
"KETTLE ISLAND","KY","36.769184","-83.708181"
"NEWALLA","OK","35.443973","-97.354813"
"CYCLONE","WV","37.603344","-81.53998"
"LEMOYNE","OH","41.536132","-83.45938"
"MOUNT KISCO","NY","41.197329","-73.72286"
"PLEASANT GARDEN","NC","35.950913","-79.765959"
"CROWNSVILLE","MD","39.01811","-76.588272"
"HERRON","MI","44.996329","-83.667641"
"COALFIELD","TN","36.035211","-84.390727"
"ROCKY HILL","CT","41.657249","-72.670887"
"WALES","UT","39.488381","-111.634051"
"PORTLAND","ND","47.582141","-97.244353"
"GLENHAM","NY","41.520249","-73.933259"
"SAGAPONACK","NY","40.922326","-72.637078"
"EASTPOINTE","MI","42.464986","-82.944318"
"EULESS","TX","32.851866","-97.082575"
"CUMBERLAND","OH","39.88812","-81.617372"
"FONTANET","IN","39.573663","-87.24536"
"DORNSIFE","PA","40.889632","-76.664574"
"FIREBRICK","KY","38.521926","-83.335329"
"LAWSON","MO","39.443208","-94.142768"
"VENICE","CA","33.989029","-118.462421"
"MIDDLEBURY CENTER","PA","41.77197","-77.242228"
"LOXAHATCHEE","FL","26.649816","-80.294771"
"BEALLSVILLE","MD","39.17877","-77.419605"
"BLAIRS MILLS","PA","40.17973","-77.865942"
"RIBERA","NM","35.456288","-104.679611"
"OVERBROOK","OK","33.894135","-97.247886"
"HALLAM","NE","40.573856","-96.79982"
"DUNCANVILLE","TX","32.645999","-96.908398"
"SHINGLETOWN","CA","40.488664","-121.960944"
"HAMDEN","CT","41.395586","-72.896781"
"INDIAN LAKE ESTATES","FL","27.798022","-81.357154"
"DUQUESNE","PA","40.372069","-79.85382"
"FORT TOTTEN","ND","48.108758","-99.186842"
"MORRIS","GA","31.88141","-85.024468"
"SAN BRUNO","CA","37.627541","-122.43139"
"DACONO","CO","40.204344","-104.911938"
"IOLA","WI","44.507091","-89.122885"
"WHITE LAKE","NY","41.64788","-74.811773"
"OMAHA","AR","36.421611","-93.166451"
"RICHFORD","NY","42.371552","-76.197488"
"PAAUHAU","HI","19.593456","-155.438015"
"HAWICK","MN","45.33763","-94.85611"
"NORTH GARDEN","VA","37.933631","-78.63511"
"ARCANUM","OH","40.126915","-84.539928"
"SPOUT SPRING","VA","37.344169","-78.918241"
"GRANITEVILLE","SC","33.641442","-81.79287"
"PINE PLAINS","NY","41.952681","-73.63633"
"GORDONSVILLE","TN","36.209988","-85.982033"
"CARTER LAKE","IA","41.287335","-95.91689"
"WOONSOCKET","SD","44.04271","-98.231397"
"SLAYTON","MN","43.993479","-95.763493"
"FRIEDENSBURG","PA","40.595462","-76.246441"
"WESLEY","ME","45.002969","-67.495548"
"CLEVERDALE","NY","43.47181","-73.639291"
"SLINGER","WI","43.327417","-88.260878"
"SHIPPINGPORT","PA","40.602535","-80.386344"
"GILBOA","NY","42.411096","-74.427506"
"GRAYSON","KY","38.324893","-83.000742"
"MONTREAL","MO","38.034962","-92.744219"
"SARGEANT","MN","43.804657","-92.802913"
"PORTLAND","AR","33.212137","-91.512163"
"ADRIAN","WV","38.899314","-80.226855"
"AUBURN HILLS","MI","42.671028","-83.24588"
"JESUP","GA","31.601689","-81.892964"
"PEKIN","ND","47.798489","-98.364994"
"TOPOCK","AZ","34.779071","-114.482571"
"HARMAN","WV","38.75338","-79.814713"
"NORTH ROYALTON","OH","41.314603","-81.745102"
"SEYMOUR","IA","40.710521","-93.130436"
"MORMON LAKE","AZ","34.908287","-111.463026"
"SCOOBA","MS","32.822624","-88.478138"
"MYERS FLAT","CA","40.262278","-123.81444"
"ATWATER","CA","37.352303","-120.602652"
"MILLMONT","PA","40.978059","-77.08184"
"MIAMITOWN","OH","39.176088","-84.708517"
"FORT HOWARD","MD","39.206998","-76.445599"
"MYRTLEWOOD","AL","32.251626","-87.949363"
"ERA","TX","33.490924","-97.313913"
"BATTERY PARK","VA","36.989766","-76.572291"
"WOODLAND","MI","42.697951","-85.133685"
"WHIPPANY","NJ","40.824485","-74.418021"
"TIPTON","IA","41.772503","-91.13248"
"ROCKVILLE","UT","37.160144","-113.042525"
"NORTH EVANS","NY","42.691742","-78.992658"
"BETHELRIDGE","KY","37.242524","-84.89986"
"YEMASSEE","SC","32.692321","-80.887321"
"BUTTE","ND","47.69365","-100.692443"
"WEST OSSIPEE","NH","43.811782","-71.194586"
"PROLE","IA","41.368045","-93.703126"
"BOURBON","MO","38.10595","-91.248694"
"BUTTE","NE","42.911492","-98.847065"
"PORTLAND","NY","42.371561","-79.468963"
"NORTH ADAMS","MA","42.426974","-73.18632"
"MOUNT ROYAL","NJ","39.808643","-75.212943"
"FREEPORT","PA","40.743732","-79.46114"
"RATLIFF CITY","OK","34.288884","-97.248074"
"KEO","AR","34.60737","-92.014365"
"CASS","WV","38.387966","-79.990585"
"FEEDING HILLS","MA","42.189335","-72.79774"
"MILTON","PA","40.993883","-76.847896"
"PRESTON","GA","32.076133","-84.543517"
"BROOKHAVEN","NY","40.922326","-72.637078"
"MASONTOWN","PA","39.94577","-79.681838"
"JEDDO","MI","43.12226","-82.599804"
"CHESTER","WV","40.556137","-80.565784"
"KYKOTSMOVI VILLAGE","AZ","35.285746","-110.288704"
"LELIA LAKE","TX","34.965525","-100.814865"
"TOWNSEND","GA","31.512024","-81.358252"
"SEYMOUR","IL","40.092808","-88.406344"
"YORK","PA","39.961265","-76.731612"
"SPICER","MN","45.164862","-95.020124"
"SEYMOUR","IN","38.944827","-86.010789"
"ALLISON","TX","35.401181","-100.270306"
"WOODLAND","MS","33.804808","-89.060746"
"MOORELAND","OK","36.460397","-99.202631"
"NORTH ADAMS","MI","41.963943","-84.473084"
"COOKS","MI","45.915778","-86.473246"
"MAYWOOD","CA","33.988463","-118.187376"
"VIENNA","OH","41.2656","-80.704184"
"GUERNEVILLE","CA","38.495554","-122.979355"
"FREMONT","OH","41.35622","-83.133981"
"MARYDEL","DE","39.140254","-75.667898"
"STEAMBOAT ROCK","IA","42.412327","-93.084751"
"REPUBLIC","KS","39.875728","-97.628516"
"CLARK MILLS","NY","43.090027","-75.387088"
"HARROLD","SD","44.333927","-99.767237"
"TIPTON","IN","40.311418","-86.063107"
"MAPLETON","OR","44.010088","-123.901261"
"POLARIS","MT","45.56265","-113.018805"
"DAVIDSONVILLE","MD","39.04296","-76.62863"
"LEFT HAND","WV","38.731737","-81.314633"
"KNOX","ND","48.301215","-99.689358"
"BRISTOL","GA","31.483312","-82.214987"
"CIDRA","PR","18.181469","-66.169519"
"WESTCLIFFE","CO","38.095173","-105.421953"
"EDNA","TX","29.003797","-96.68519"
"WEST SALEM","OH","40.925084","-82.070909"
"OTLEY","IA","41.426958","-93.030605"
"DUNGANNON","VA","36.828738","-82.471457"
"COOKVILLE","TX","33.19045","-94.967456"
"SPLENDORA","TX","30.255457","-95.183281"
"STEWARTSVILLE","NJ","40.717349","-75.072957"
"CRYSTAL","MI","43.267035","-84.95489"
"ALMA","GA","31.576952","-82.461197"
"KIDRON","OH","40.738387","-81.742811"
"JUNEDALE","PA","40.934763","-75.73577"
"KENDUSKEAG","ME","44.918877","-68.965803"
"THOUSANDSTICKS","KY","37.158641","-83.384749"
"ARONA","PA","40.360223","-79.439801"
"KINGMAN","KS","37.596364","-98.130432"
"GATZKE","MN","48.358371","-96.378062"
"EAST POLAND","ME","44.062672","-70.327049"
"WACO","GA","33.680148","-85.251297"
"ENERGY","TX","31.972712","-98.540485"
"WALNUT CREEK","CA","37.906257","-122.064322"
"BARTLETT","TX","30.906295","-97.417295"
"ARCHBOLD","OH","41.578355","-84.25106"
"BEN LOMOND","CA","37.096297","-122.095525"
"BELVIDERE","SD","43.691966","-101.601609"
"TOWNSEND","TN","35.682298","-83.751242"
"PONTE VEDRA BEACH","FL","30.242894","-81.38318"
"SAINT CLAIR","PA","40.707055","-76.284374"
"COOPERS PLAINS","NY","42.178527","-77.141357"
"MILFORD","DE","38.72712","-75.322829"
"ROSCOE","MN","45.426781","-94.633502"
"HENDRICKS","MN","44.460984","-96.33771"
"ROSCOE","MO","38.024133","-93.781478"
"THAYNE","WY","42.956988","-110.974174"
"BAINBRIDGE","PA","40.088469","-76.462434"
"HARRISVILLE","NH","42.884548","-72.102634"
"KENTON","TN","36.134323","-89.028993"
"NORTH HAMPTON","NH","43.00027","-70.913947"
"CANTON CENTER","CT","41.853921","-72.902811"
"GATESVILLE","NC","36.422539","-76.714802"
"HORSEPEN","VA","37.13549","-81.563406"
"MC GILL","NV","39.403429","-114.7791"
"WEST TERRE HAUTE","IN","39.498419","-87.468825"
"NEW LONDON","PA","39.726143","-75.7857"
"MOUNT MORRIS","NY","42.683466","-77.866402"
"NORWICH","VT","43.717918","-72.3612"
"BROOKVILLE","OH","39.836157","-84.330392"
"GREENDELL","NJ","41.12831","-74.678956"
"FREEBURG","MO","38.395172","-91.956786"
"BRISTOL","TN","36.564294","-82.205852"
"LOYSBURG","PA","40.170266","-78.385341"
"HAYS","NC","36.308091","-81.116941"
"ROSCOE","MT","45.319054","-108.948445"
"OAK BLUFFS","MA","41.417376","-70.560032"
"ALLENTON","MI","42.938828","-82.919818"
"PAWNEE CITY","NE","40.111565","-96.151758"
"WINTER HARBOR","ME","44.387188","-68.074964"
"JENKINS BRIDGE","VA","37.916218","-75.616754"
"CHALMERS","IN","40.754782","-86.934599"
"OIL SPRINGS","KY","37.812772","-82.939108"
"GORIN","MO","40.453333","-92.1474"
"BIRD ISLAND","MN","44.753182","-94.848215"
"LOVES PARK","IL","42.340098","-89.003713"
"KINGS MOUNTAIN","NC","35.296207","-81.491436"
"NEW CREEK","WV","39.32047","-79.045902"
"BRANT LAKE","NY","43.677503","-73.773434"
"KNOX","NY","42.660046","-74.116812"
"SAWYER","MI","41.899733","-86.571325"
"BLUE DIAMOND","NV","36.088098","-115.608969"
"TYLERTON","MD","37.966573","-76.023482"
"KEWADIN","MI","45.006971","-85.355394"
"SWEDESBURG","IA","41.104302","-91.546988"
"ARROYO GRANDE","CA","35.121456","-120.583598"
"VALLEY PARK","MO","38.553203","-90.488896"
"ALLENTON","MO","38.638318","-90.427118"
"ETTERVILLE","MO","38.223649","-92.438629"
"CHAMPLAIN","NY","44.726056","-73.578285"
"MOORESBORO","NC","35.256702","-81.700869"
"WAKE","VA","37.644319","-76.446001"
"WANETTE","OK","34.962658","-97.031451"
"ALTA","CA","39.214162","-120.795987"
"AVON","MA","42.126049","-71.048216"
"WAVERLY HALL","GA","32.738687","-84.78546"
"CROSSETT","AR","33.180855","-91.806256"
"ANACOCO","LA","31.142302","-93.268452"
"REDFIELD","KS","37.836666","-94.880482"
"MABEN","MS","33.599618","-89.262792"
"BERGEN","NY","43.073792","-78.019684"
"SAWYER","MN","46.701794","-92.639079"
"SILT","CO","39.502817","-107.665664"
"MANITOWOC","WI","44.088519","-87.680239"
"VALLEY PARK","MS","32.711257","-90.952716"
"HI HAT","KY","37.428614","-82.714841"
"FRONTIER","MI","41.782499","-84.604662"
"HARRISVILLE","NY","43.818705","-75.480342"
"HANNACROIX","NY","42.411114","-73.881515"
"OCATE","NM","36.008302","-105.023886"
"ROBINSON","ND","46.979659","-99.689234"
"FEDERAL DAM","MN","47.206552","-94.263384"
"WHITESVILLE","WV","37.991591","-81.542234"
"LA PLUME","PA","41.551585","-75.767583"
"WACO","TX","31.551928","-97.1178"
"NEW LONDON","CT","41.413998","-72.10907"
"ABIE","NE","41.332034","-96.949369"
"CLINTON CORNERS","NY","41.867364","-73.777256"
"GLENCLIFF","NH","43.967542","-71.840883"
"AUBURN","MA","42.184835","-71.947184"
"STEPHENSON","WV","37.603344","-81.53998"
"FARMINGTON","IA","40.639028","-91.7394"
"ROCHELLE","GA","31.948411","-83.453578"
"AU TRAIN","MI","46.444586","-86.911506"
"MILLVILLE","UT","41.675906","-111.818459"
"NICHOLASVILLE","KY","37.883018","-84.571931"
"MODOC","IL","38.01529","-90.00377"
"RIDGEDALE","MO","36.610226","-93.230334"
"WHITEWATER","MO","37.278096","-89.806091"
"WRIGHT","KS","37.814013","-99.903061"
"RICHARDSON","TX","32.975377","-96.723712"
"MODOC","IN","40.055419","-85.108514"
"AUBURN","ME","44.082436","-70.249159"
"SEAFORD","VA","37.189902","-76.426469"
"CAROLINA","WV","39.478198","-80.271988"
"MIDLAND","OH","39.291345","-83.885714"
"BAXTER","KY","36.879484","-83.304537"
"AVON","MN","45.599386","-94.436477"
"SENECA ROCKS","WV","38.684692","-79.353564"
"DISTRICT HEIGHTS","MD","38.861796","-76.888569"
"TUMWATER","WA","46.9542","-123.025"
"OLGA","WA","48.557824","-122.983742"
"NARA VISA","NM","35.635105","-103.223523"
"CAPLINGER MILLS","MO","37.736871","-93.842468"
"ACCOKEEK","MD","38.666071","-76.998396"
"GENOA","NE","41.445863","-97.732584"
"CONFLUENCE","KY","37.258617","-83.395648"
"FORTUNA","MO","38.545388","-92.760087"
"WEAUBLEAU","MO","37.891711","-93.540576"
"ECKMAN","WV","37.375246","-81.653889"
"MIRROR LAKE","NH","43.646319","-71.282068"
